"offset","source","target","note"
"0xc81f1","[ %-10s","",""
"0xc81f9","%-11s %-11s ","",""
"0xc8206","%-10s%3d  ","",""
"0xc821f","%-13s","",""
"0xc8231","Poor","貧乏","資源量 Poor"
"0xc8236","Avg.","普通","Avg."
"0xc823b","Rich","豐富",""
"0xc8269"," %2s %-12s","",""
"0xc8274","Home","本土",""
"0xc8279","Cap.","首都","Cap.=Capital"
"0xc8283","Navy","海軍",""
"0xc8288","Army","陸軍",""
"0xc8291"," %-4s%-5s","",""
"0xc829b","%2d/%2d %-5s%-7s","",""
"0xc82ad","%27s","",""
"0xc82b2","%5d/%5d ","",""
"0xc82bb","%5d%5d%5d","",""
"0xc82cc","%s Class","%s級","艦級"
"0xc82dc","%3s %-18s","",""
"0xc82ea","B<%10s","",""
"0xc82f5","B5%d","",""
"0xc8307","B=%2d","",""
"0xc8325","high gun","高角砲","high gun"
"0xc832e","amphibious gun","水陸兩用砲","amphibious gun"
"0xc833d","tube","雷管","tube=魚雷發射管，僅 4 bytes 可用"
"0xc8342","!_H_%_L_._P_=_B^","",""
"0xc8353","%2d.%dcm %s%s x%d","",""
"0xc836e","C7%s %s %s","",""
"0xc8383","C7%s","",""
"0xc83d5","C7%s","",""
"0xc83e1","%-16s","",""
"0xc83ee","%-14s","",""
"0xc840f","B0%s","",""
"0xc841b","%-10s","",""
"0xc843f","tank gun","戰車砲",""
"0xc8459","%5s%3d.%dmm %s%s x%d","",""
"0xc8472","B0%s","",""
"0xc847e"," Class","級","『 Class』接於艦名後，如 大和級"
"0xc8485","%-18s","",""
"0xc84a2","%2d.%dcm %s%s x%d","",""
"0xc84bd","C7%s  %s","",""
"0xc84d5","C7%s","",""
"0xc84de","B0%s","",""
"0xc84e7","B0%s","",""
"0xc84ec","Which country's information?","要查詢哪國的情報？",""
"0xc8509","JAPAN","日本",""
"0xc850f","U.S.A.","美國",""
"0xc8516","OTHER","其他",""
"0xc8525","aD_%-12s ","",""
"0xc852f","%-3s ","",""
"0xc8535","%3s ","",""
"0xc853a","%2d%5d%5d%5d","",""
"0xc8547","%4d/%2d%3d/%2d%4d%3d/%2d ","",""
"0xc8565","B1%3d ","",""
"0xc8577","%4s Fleet","%4s艦隊",""
"0xc8581","Currently Unknown","目前不明",""
"0xc8593","Ship In Service","現役艦艇","Ship In Service"
"0xc85a3","%-12s ","",""
"0xc85aa","%-3s ","",""
"0xc85b0","%3s ","",""
"0xc85b5","%2d%5d%5d%5d","",""
"0xc85c2","%5d%6d%4d/%2d%4d%3d/%2d","",""
