"offset","source","target","note"
"0xc54c0","Marines","陸戰隊",""
"0xc54da","%4d-%4d","",""
"0xc54e6","C7Near %s","C7%s附近",""
"0xc54f0","Post","據點",""
"0xc54f5","Base","基地",""
"0xc54fa","the %s %s","%s%s",""
"0xc5508","C7Near %s","C7%s附近",""
"0xc5512","A.F.","空軍",""
"0xc5517","OFFENSE","攻擊",""
"0xc551f","DEFENSE","防衛",""
"0xc5528","B1%s ","",""
