"offset","source","target","note"
"0xc989a"," Command"," 指揮",""
"0xc98a3"," SEARCH"," 搜索",""
"0xc98ab"," SHELL"," 炮擊",""
"0xc98b2"," STRIKE"," 空襲",""
"0xc98ba"," RE-ARM"," 再裝填",""
"0xc98c2"," ORDER"," 命令",""
"0xc98c9"," INFO"," 情報",""
"0xc98cf","Not delegated.","未委任。",""
"0xc98de","Canceling delegated orders.","取消委任命令。",""
"0xc98fa"," Command"," 指揮",""
"0xc9903"," SEARCH"," 搜索",""
"0xc990b"," RE-ARM"," 再裝填",""
"0xc9913"," STRIKE"," 空襲",""
"0xc991b"," ORDER"," 命令",""
"0xc9922"," INFO"," 情報",""
"0xc9944","Canceling delegated orders.","取消委任命令。",""
"0xc9962"," Command"," 指揮",""
"0xc996b"," ATTACK"," 攻擊",""
"0xc9973"," ORDER"," 命令",""
"0xc998a"," Command"," 指揮",""
"0xc9993"," ORDER"," 命令",""
"0xc999a"," CANCEL"," 取消",""
"0xc99b2","Canceling delegated orders.","取消委任命令。",""
"0xc99d0","gun attack","炮擊",""
"0xc99db","air strike","空襲",""
"0xc99eb","u*u%s Base","u*u%s基地","保留u*u控制碼"
"0xc99f6","%s Post","%s據點",""
"0xc9a05"," Choose a target."," 請選擇目標。",""
"0xc9a17"," BASE"," 基地",""
"0xc9a1d"," FLEET"," 艦隊",""
"0xc9a34"," When? "," 何時？",""
"0xc9a3c"," DAY"," 晝",""
"0xc9a41"," NIGHT"," 夜",""
"0xc9a58","Enter the gun attack target.","請輸入炮擊目標。",""
"0xc9a75","Enter the air strike target.","請輸入空襲目標。",""
"0xc9a99","uThere are no air forces.","u沒有航空隊。","保留u控制碼"
"0xc9ad3","There are no enemy forces.","沒有敵軍。",""
"0xc9aee"," ENTIRE AIR FORCE"," 全部航空隊",""
"0xc9b00","Select the fleet.","請選擇艦隊。",""
"0xc9b12","dock","船塢",""
"0xc9b19","w&vharbor","","控制碼混雜(&v)，不確定"
"0xc9b27","wairfield","w機場","保留w控制碼"
"0xc9b32","(w&wbudget","","控制碼混雜(w&w)，不確定"
"0xc9b3d","materials","物資",""
"0xc9b48","We are building %s right now.","正在建造%s。",""
"0xc9b66","You cannot build any more %ss.","無法再建造%ss。","保留%ss複數字尾"
"0xc9b86","You cannot build %ss.","無法建造%ss。",""
"0xc9b9c","a %s","%s","中文無冠詞"
"0xc9ba1","a %s","%s",""
"0xc9ba6","a %s","%s",""
"0xc9bab","a %s","%s",""
"0xc9bb0","an %s","%s",""
"0xc9bb6","an %s","%s",""
"0xc9bbd","C0%2d","","控制碼+格式符"
"0xc9bc3","Base Trans.","基地運輸船",""
"0xc9bcf","Navy Trans.","海軍運輸船",""
"0xc9bdc","C0%5d","","控制碼+格式符"
"0xc9be2","Base Mat'l","基地物資",""
"0xc9bed","Navy Mat'l","海軍物資",""
"0xc9bf8","move transports","移動運輸船",""
"0xc9c08","move materials","移動物資",""
"0xc9c17","build a harbor","建造港口",""
"0xc9c26","build a dock","建造船塢",""
"0xc9c33","build an airfield","建造機場",""
"0xc9c4f","xTx&xXx3x4wWill you %s?","xTx&xXx3x4w要%s嗎？","保留前導控制碼"
"0xc9c67"," (Budget:%d Materials:%d)"," (預算:%d 物資:%d)",""
"0xc9c81","Which base will you operate?","要操作哪個基地？",""
"0xc9cef"," ENTER "," 確定 ",""
"0xc9cf7"," EXECUTE "," 執行 ",""
"0xc9d01","   CONFIRM   ","   確認   ",""
"0xc9d5e","All planes ","全部飛機 ",""
"0xc9d6b","%d plane%s ","%d架飛機%s ",""
"0xc9d78","crashed!","墜毀！",""
"0xc9d81","were","被","與後句shot down連用"
"0xc9d8b","shot down!","遭擊落！",""
"0xc9d96","P.T.O. II","P.T.O. II","標題保留"
"0xc9da0","TEKE2WIN.HLP","","檔名"
"0xc9db0","Exit P.T.O. II?","結束P.T.O. II？",""
"0xc9dc0","P.T.O. II Execution error","P.T.O. II 執行錯誤",""
"0xc9dda","P.T.O. II Execution error","P.T.O. II 執行錯誤",""
"0xc9df4","AppVersion","","技術字串"
"0xc9dff","APPMENU","","技術字串"
"0xc9e12","avivideo","","技術字串"
"0xc9e1b","Unable to open Movie","無法開啟影片",""
"0xc9e30","A:\TEKE2WIN.HLP","","檔名路徑"
"0xc9e40","A:\%s","","路徑格式"
"0xc9e5a","grpseg","","class name"
"0xc9e61","grpseg2","","class name"
"0xc9e69","readseg","","class name"
"0xc9e71","grpseg","","class name"
"0xc9e78","pacseg","","class name"
"0xc9e7f","winseg","","class name"
"0xc9e86","brgseg","","class name"
"0xc9e8d","rumseg","","class name"
"0xc9e94","mmapseg","","class name"
"0xc9e9c","wakseg","","class name"
"0xc9ea3","MIDI Buf","","技術字串"
"0xc9eac","nupseg","","class name"
"0xc9f00","_C_FILE_INFO=","","技術字串"
"0xca349","run-time error ","執行時期錯誤 ",""
"0xcba08","E&xit","&結束","長度限制"
"0xcba10","&Help","&說明",""
"0xcba1a","&Contents","&目錄",""
"0xcba28","&Search By Keyword","&關鍵字搜尋",""
"0xcba44","&How To Use Help","&說明使用方法",""
"0xcba59","&About Version Information","關於版本資訊(&A)",""
"0xcbc0f","P.T.O. II","P.T.O. II","標題保留"
"0xcbc1b","FixedSys","","字型名"
"0xcbc59","Pacific Theater of Operations II","提督之決斷 II",""
"0xcbc8a","Version 1.0","版本 1.0",""
"0xcbca6","(C) Copyright KOEI Corporation 1995","(C) Copyright KOEI Corporation 1995","版權字串保留原文"
