"offset","source","target","note"
"0xc271c","The enemy","敵軍",""
"0xc272a","'s attack failed.","的攻擊失敗了。","接於名詞後"
"0xc273c"," retreated from the battle."," 自戰場撤退了。","保留行首空格"
"0xc2758","The enemy","敵軍",""
"0xc2766","%s land forces were wiped out.","%s地面部隊全滅。",""
"0xc2785","The enemy","敵軍",""
"0xc2793","%s base was destroyed.","%s基地已被摧毀。",""
"0xc27ab","%s's orders","%s的命令",""
"0xc27dc","   CHARGE   ","   突擊   ","保留置中空白"
"0xc285c","   All Sunk","   全數擊沉","保留前導空白"
"0xc2868","%d ship%s","%d艘%s","ship%s"
"0xc2872","   (Sunk %d)","   (擊沉%d)",""
"0xc2880","B1%2d Transport %-8s%-8s","B1%2d 運輸船 %-8s%-8s","保留 B1 控制碼"
"0xc289a","B1%2d %d unit%-14s Landed","B1%2d %d 部隊 %-14s 登陸","保留 B1;unit→部隊,Landed→登陸"
"0xc28e4","B1%2d %-16s","","B1+純格式符,無文字,留空"
"0xc28f0","   Wiped out","   全滅",""
"0xc28fd","%3d(Lost %3d)","%3d(損失%3d)","Lost"
"0xc290f","Escorts","護衛艦",""
"0xc2918","B1%d %-16s","","B1+純格式符,留空"
"0xc2923","Wiped out","全滅",""
"0xc292d","%3d(Lost %3d)","%3d(損失%3d)",""
"0xc2968","B1%d %-16s","","B1+純格式符,留空"
"0xc2973","Wiped out","全滅",""
"0xc297d","%3d(Lost %3d)","%3d(損失%3d)",""
"0xc2a12","was bombed!","遭轟炸！",""
"0xc2a29","a rocket!","火箭彈！","a rocket!"
"0xc2a46","minimal damage.","受損極輕微。","minimal damage"
"0xc2a60","slight damage.","受損輕微。","slight damage"
"0xc2a79","serious damage.","受損嚴重。","serious damage"
"0xc2ab2","down to %d.","降至%d。","down to %d"
"0xc2ada","were","","單字 were 文法片段,無法獨立翻譯,留空"
"0xc2aec","%s destroyed.","%s被摧毀。",""
"0xc2b05","was wiped out.","已全滅。",""
"0xc2b24","now at %d.","現為%d。",""
"0xc2b3f","now at %d.","現為%d。",""
"0xc2b4a","was bombed!","遭轟炸！",""
"0xc2b63","torpedo!","魚雷！",""
"0xc2b6c","was hit by fire!","遭炮火擊中！","hit by fire"
"0xc2ba1","%d torpedo%s.","%d枚魚雷%s。",""
"0xc2bb6","%d bomb%s.","%d炸彈%s。",""
"0xc2bc2","Wiped out.","全滅。",""
"0xc2bce","%d ship%s left.","剩餘%d艘%s。","ship%s left"
"0xc2bf0","damaged.","受損。",""
"0xc2c09","damaged.","受損。",""
"0xc2c24","was damaged.","已受損。",""
"0xc2c42","in the hull!","命中艦體！","in the hull"
"0xc2c6b","charges!","爆雷！","depth charges"
"0xc2c7f","torpedoes!","魚雷！",""
"0xc2c8a","was bombed!","遭轟炸！",""
"0xc2c97","Armor %s","裝甲%s","Armor"
"0xc2ca0","starboard","右舷",""
"0xc2caa","port","左舷",""
"0xc2cc8","bombed.","被炸。","bombed."
"0xc2ce2","knocked out!","被摧毀！","knocked out"
"0xc2cff","bombed.","被炸。",""
"0xc2d13","destroyed.","被摧毀。",""
"0xc2d2e","flooded.","進水。","flooded"
"0xc2d49","damaged.","受損。",""
"0xc2d73","damaged.","受損。",""
"0xc2d87","damaged.","受損。",""
"0xc2d9b","destroyed.","被摧毀。",""
"0xc2db5","guns damaged.","火砲受損。",""
"0xc2dd2","guns destroyed.","火砲被毀。",""
"0xc2dfb","torpedo%s.","魚雷%s。",""
"0xc2e10","bomb%s.","彈%s。","bomb%s.,7 bytes 放不下「炸彈」"
"0xc2e26","the %s.","%s。","the %s."
"0xc2e4f","fire.","起火","fire.,5 bytes 放不下「起火。」"
"0xc2e92","No regret in my life!","吾生無悔！","臨終遺言"
"0xc2ea8","Farewell, my beloved country.","祖國啊，永別了。",""
"0xc2ec6","Make me proud!","為我爭光！",""
"0xc2ed5","Banzai, Japan!","日本萬歲！",""
"0xc2ee4","Bless America!","天佑美國！",""
"0xc2f04","Sank!","擊沉","Sank!,5 bytes 放不下「擊沉！」"
"0xc2f0b","Sunk in battle!","戰沉！","Sunk in battle"
"0xc2f1c","was defeated.","戰敗了。",""
"0xc2f2b","Destroyed the enemy!","殲滅敵軍！",""
"0xc2f48","%s Class","%s級",""
"0xc2f57","%s %s Cl.","%s %s級",""
"0xc2f62","%s Transport","%s運輸船",""
"0xc2f6f","%s Transport %d","%s運輸船%d",""
"0xc2f89","landed!","登陸！",""
"0xc2f98","killed in action.","陣亡了。",""
"0xc2faa","Select a target position.","請選擇目標位置。",""
"0xc2fc4","Retreating from battle.","自戰場撤退中。",""
"0xc2fdc"," MAIN GUN"," 主砲","MAIN GUN"
"0xc2fe6"," ROCKET"," 火箭","ROCKET"
"0xc2fee"," CANCEL"," 取消","CANCEL"
"0xc3008","Select a target to attack.","請選擇攻擊目標。",""
"0xc3023","Select a target position.","請選擇目標位置。",""
"0xc303d"," SUB. DELG. "," 潛艇委任 ","SUB. DELG.,保留前後空白"
"0xc304a"," FLEET DELG."," 艦隊委任 ","FLEET DELG."
"0xc3057","  L.F. DELG.","  陸軍委任","L.F. DELG.=陸上部隊委任"
"0xc3064","  A.F. DELG.","  航空委任","A.F. DELG.=航空部隊委任"
"0xc3071","    ENTER   ","    確定   ","保留置中空白"
"0xc3092","Direct Control","直接指揮",""
"0xc30a1","Attack Carrier","攻擊航空母艦",""
"0xc30b0","Attack Battleship","攻擊戰艦",""
"0xc30c2","Attack Cruiser","攻擊巡洋艦",""
"0xc30d1","Attack Destroyer","攻擊驅逐艦",""
"0xc30e2","Attack Submarine","攻擊潛艇",""
"0xc30f3","Attack Transport","攻擊運輸船",""
"0xc3104","Attack Land Force","攻擊陸上部隊","Land Force"
"0xc3116","Attack Storage","攻擊倉庫","Storage"
"0xc3125","Attack Factory","攻擊工廠",""
"0xc3134","Attack Airfield","攻擊機場",""
"0xc3144","Land","降落","航空隊降落"
"0xc3149","Rest","休整",""
"0xc314e","Retreat","撤退",""
"0xc3156","Retreat","撤退",""
"0xc315e","Delegate","委任",""
"0xc317b"," Information"," 情報","Information"
"0xc31a7","Bomb","炸彈",""
"0xc31ac","Torp","魚雷","Torp"
"0xc3216"," EXECUTE "," 執行 ",""
"0xc3220","STEER","轉向","STEER"
"0xc3226","MOVE ","移動 ","MOVE ,保留尾隨空白"
"0xc322c","ATTK ","攻擊 ","ATTK ,保留尾隨空白"
"0xc3232"," EXECUTE "," 執行 ",""
"0xc323c","PORT","左舷","PORT"
"0xc3241","STAR","右舷","STAR"
"0xc3246","LAND","降落","LAND"
"0xc324b","BOMB","轟炸","BOMB"
"0xc3250","ATTK ","攻擊 ",""
"0xc32d6","ATTK","攻擊",""
"0xc32db","WAIT","待命","WAIT"
"0xc32e7"," Base AF"," 基地","Base AF,8 bytes 放不下「基地機場」"
"0xc3300","%12s","","純格式符 %12s,不譯"
"0xc336d","read open err:","讀取開啟錯誤：","錯誤訊息"
"0xc3380","Imperial Headquarters","大本營","Imperial Headquarters"
"0xc3396","Operation Headquarters","作戰司令部","Operation Headquarters"
"0xc33ad","completed their mission.","已完成任務。",""
"0xc33e6","confront opposition.","迎擊敵軍。","confront opposition"
"0xc33fb","Pacific fleet.","太平洋艦隊。",""
"0xc340a","mount a counterattack.","發動反攻。",""
"0xc3421","plea for peace.","呼籲和平。",""
"0xc3441","against the Japanese forces.","對抗日軍。",""
"0xc345e","is the invasion of Japan.","進攻日本本土。","invasion of Japan"
"0xc3492","A single battleship moves ","一艘戰艦緩緩移動， ","結局敘事,保留尾隨空白"
"0xc34ad","slowly through the waves as ","穿過波浪，彷彿帶領著 ",""
"0xc34ca","if leading the sad souls of ","散落在太平洋上的 ",""
"0xc34e7","heroes scattered over the ","英雄悲傷的靈魂， ",""
"0xc3502","Pacific to their final ","前往最後的 ",""
"0xc351a","resting place. ","安息之地。 ",""
"0xc352a","Someday, the smell of ","總有一天， ",""
"0xc3541","blastpowder burned into the ","烙印在鋼鐵船體上的 ",""
"0xc355e","steel hull will fade away, ","硝煙氣味終將散去， ",""
"0xc357a","but for now the men slowly ","但此刻人們仍緩緩地 ",""
"0xc3596","inhale it along with the ","將它與帶著鹹味的 ",""
"0xc35b0","pleasant smell of the salty ","海風氣息一同吸入 ",""
"0xc35cd","brine. ","肺中。 ",""
"0xc35d5","Far off on the horizon, ","在遙遠的地平線上， ",""
