"offset","source","target","note"
"0xc6793","C0ARAdm","","C0ARAdm 控制碼結構不確定, 留空"
"0xc679b","VAdm","中將","VAdm"
"0xc67a4","FAdm","元帥","FAdm=Fleet Admiral 縮寫"
"0xc67b7","CxCRear Admiral","CxC少將","CxC 為控制碼; Rear Admiral=少將"
"0xc67c7","Vice Admiral","中將",""
"0xc67d4","Admiral","上將","海軍軍階 Admiral=上將(非術語表之將領, 此處為軍階)"
"0xc67dc","Fleet Admiral","元帥",""
"0xc67ea","Major Genaral","少將","陸軍軍階; 原文拼字 Genaral"
"0xc67f8","Lt. General","中將",""
"0xc6804","General","上將",""
"0xc680c","Gen. of Army","五星上將","Gen. of Army=陸軍五星上將"
"0xc6819","Move","移動",""
"0xc681e","Supply","補給",""
"0xc6825","Engage","交戰",""
"0xc682c","Strike","空襲","Strike=航空打擊"
"0xc6833","Shell","砲擊",""
"0xc6839","Land","登陸",""
"0xc683e","Patrol","巡邏",""
"0xc6845","Attack","攻擊",""
"0xc684c","Port","入港",""
"0xc6851","Sabotage","破壞","Sabotage"
"0xc685a","Patrol","巡邏",""
"0xc6861","Attack","攻擊",""
"0xc6877","CPatrol","C巡邏","C 為控制碼"
"0xc687f","Attack","攻擊",""
"0xc6886","Defend","防禦",""
"0xc6899","DOccupy","D佔領","D 為控制碼"
"0xc68a1","Defend","防禦",""
"0xc68be"," Command"," 指揮",""
"0xc68c7"," INFO"," 情報",""
"0xc68da"," Select"," 選擇",""
"0xc68e2"," ORDER"," 命令",""
"0xc68e9"," CANCEL"," 取消",""
"0xc68f1"," INFO"," 情報",""
"0xc6929","seas.","海域","句片段, 受限放不下句點"
"0xc692f","the surrounding seas.","周邊海域。",""
"0xc6945","the surrounding seas.","周邊海域。",""
"0xc6973","D%dth","D第%d","D 為控制碼; 序數尾碼 th 改為前置「第」"
"0xc6979","%dst","第%d","st→第"
"0xc697e","%dnd","第%d","nd→第"
"0xc6983","%drd","第%d","rd→第"
"0xc6995","EbE999th","","EbE 控制碼結構不確定, 留空"
"0xc69b1","%2d / %2d / %4d","","純格式符"
"0xc69d3","%s %s Army Div","%s %s 陸軍師團",""
"0xc69e2","%s %s Army Div","%s %s 陸軍師團",""
"0xc69fa","%s %s Fleet","%s %s 艦隊",""
"0xc6a06","%s %s Fleet","%s %s 艦隊",""
"0xc6a12","Jan.","1月",""
"0xc6a17","Feb.","2月",""
"0xc6a1c","Mar.","3月",""
"0xc6a21","Apr.","4月",""
"0xc6a2a","Jun.","6月",""
"0xc6a2f","Jul.","7月",""
"0xc6a34","Aug.","8月",""
"0xc6a39","Sep.","9月",""
"0xc6a3e","Oct.","10月",""
"0xc6a43","Nov.","11月",""
"0xc6a48","Dec.","12月",""
"0xc6a4d","Japan","日本",""
"0xc6a53","U.S.A.","美國",""
"0xc6a5a","England","英國",""
"0xc6a62","Holland","荷蘭",""
"0xc6a6a","Australia","澳大利亞",""
"0xc6a74","U.S.S.R.","蘇聯",""
"0xc6a7d","China","中國",""
"0xc6a83","Thailand","泰國",""
"0xc6a8c","Germany","德國",""
"0xc6ab8","clear","晴","天氣"
"0xc6abe","cloudy","陰","天氣 cloudy"
"0xc6ac5","rain","雨","天氣"
"0xc6ace","snow","雪","天氣"
"0xc6ad3","storm","暴風","天氣 storm"
"0xc6af1","ECarrier","E空母","E 為控制碼; 長度受限用空母"
"0xc6afa","Light Carrier","輕型航空母艦",""
"0xc6b08","Dreadnought","無畏艦","Dreadnought"
"0xc6b14","Battleship","戰艦",""
"0xc6b1f","Heavy Cruiser","重巡洋艦",""
"0xc6b2d","Light Cruiser","輕巡洋艦",""
"0xc6b3b","Destroyer","驅逐艦",""
"0xc6b45","Submarine","潛艇",""
"0xc6b69","Fleet Fighter","艦上戰鬥機",""
"0xc6b77","Land Fighter","陸上戰鬥機",""
"0xc6b84","Fleet Bomber","艦上轟炸機",""
"0xc6b91","Fleet Attack","艦上攻擊機",""
"0xc6b9e","Land Attack","陸上攻擊機",""
"0xc6baa","Navy Scout","海軍偵察機",""
"0xc6bb5","Str. Bomber","戰略轟炸機",""
"0xc6bc1","Army Fighter","陸軍戰鬥機",""
"0xc6bce","Army Bomber","陸軍轟炸機",""
"0xc6bda","Army Scout","陸軍偵察機",""
"0xc6be5","Str. Bomber","戰略轟炸機",""
"0xc6c12","Vertical","縱向","隊形"
"0xc6c1b","Double","雙列","隊形 Double"
"0xc6c22","Horizontal","橫向","隊形"
"0xc6c2d","Diagonal","斜向","隊形"
"0xc6c36","Circular","環形","隊形 Circular"
"0xc6c53","FFleet","F艦隊","F 為控制碼"
"0xc6c5a","Base A.F.","基地航空","Base A.F.; 長度受限略去「隊」"
"0xc6c64","Marines","陸戰隊",""
"0xc6c6c","Marines","陸戰隊",""
"0xc6c74","Army Div","陸軍師團",""
"0xc6c7d","L.Force","陸軍","L.Force=Land Force, 長度受限"
"0xc6c85","Unit","部隊",""
"0xc6c8a","Submarine","潛艇",""
"0xc6c94","fleet","艦隊",""
"0xc6c9a","base A.F.","基地航空",""
"0xc6ca4","marines","陸戰隊",""
"0xc6cac","marines","陸戰隊",""
"0xc6cb4","army division","陸軍師團",""
"0xc6cc2","land force","陸軍",""
"0xc6ccd","unit","部隊",""
"0xc6cd2","submarine","潛艇",""
"0xc6d0c","We have a report from the %s. ","收到%s的報告。","尾隨空白省略"
"0xc6d6d","C%c%s","","控制碼+格式符, 無文字"
"0xc6d74"," Command"," 指揮",""
"0xc6d7d","ORDER","命令",""
"0xc6d83","CANCEL","取消",""
"0xc6d8a","SCUTTLE","自沉",""
"0xc6da6","CV:%d BB:%d CA:%d DD:%d","航%d 戰%d 巡%d 驅%d","CV/BB/CA/DD 艦種統計, 以單字中文代船體代號"
"0xc6dbe","Details unknown.","詳情不明。",""
"0xc6dcf","not ","不","句片段 not"
"0xc6dd5","%s A.F.","%s空軍","A.F.=Air Force, 長度受限"
"0xc6de3","%s A.F.","%s空軍",""
"0xc6df1","C0%s","","控制碼C0+格式符, 無文字"
"0xc6e14","%-12s","","純格式符"
