"offset","source","note"
"0xc7e08","%-12s ",""
"0xc7e0f","%3d/%d%8d%9d",""
"0xc7e20","None",""
"0xc7e25","%5s  %-8s",""
"0xc7e2f","base A.F.",""
"0xc7e39","%-76s",""
"0xc7e43","Army Div.",""
"0xc7e51","B1%4s %-10s",""
"0xc7e5d","%-6s",""
"0xc7e63","%-14s",""
"0xc7e69","%s Fleet",""
"0xc7e72","%-12s",""
"0xc7e85"," %4d%4d/1   %-10s",""
"0xc7e97","unit",""
"0xc7ea4","B1%3d ",""
"0xc7eab","%3s  ",""
"0xc7eb2","%-12s",""
"0xc7eb8","%s Fleet",""
"0xc7ec1","%-12s",""
"0xc7ed4","Infantry",""
"0xc7ee9","%-12s%4d %3s %-10s",""
"0xc7efc","army division",""
"0xc7f0a","%-76s",""
"0xc7f1e","%2d ",""
"0xc7f23","%-12s ",""
"0xc7f2a","%-11s",""
"0xc7f31","%-12s",""
"0xc7f37","%-12s",""
"0xc7f3d","%3d-%3d     ",""
"0xc7f4a","%2d%3d%3d(%3d%%) ",""
"0xc7f67","%-8s%2s",""
"0xc7f6f","%-10s",""
"0xc7f78","submarines",""
"0xc7f83","NAVY A.F.",""
"0xc7f8d","ARMY A.F.",""
"0xc7f97","MARINES",""
"0xc7f9f","ARMY DIV.",""
"0xc7fa9","SUBMARINE",""
"0xc7fc7","[FLEET",""
"0xc7fce","UNIT",""
"0xc7fd3","BASE",""
"0xc7fd8","POST",""
"0xc7fdd","NATION",""
"0xc7fe4","FOREIGN",""
"0xc7fec","GOALS",""
"0xc8018","B1U.S.A. Japan",""
"0xc802c","JAPANESE",""
"0xc8035","U.S.",""
"0xc8041","R%c%s NAVY RESERVES",""
"0xc8075","JAPANESE",""
"0xc807e","U.S.",""
"0xc808a","R%c%s ARMY RESERVES",""
"0xc80bd","Anti-air Radar",""
"0xc80cc","Seaborne Radar",""
"0xc80db","Gunnery Radar",""
"0xc80e9","VT Fuse",""
"0xc80f1","Cryptograph",""
"0xc8101","Oxygen Torpedo",""
"0xc8110","Incendiary Bomb",""
"0xc8120","Flame Thrower",""
"0xc812e","Shipboard Rocket",""
"0xc813f","Guided Missile",""
"0xc8152","B1 NEW ARMS",""
"0xc8161","Declare War",""
"0xc816d","Enter War",""
"0xc8177","Mil. Pact",""
"0xc8181","Aid Pact",""
"0xc818a","Betray Pact",""
"0xc8196","Peace Pact",""
"0xc81a1","Negotiations",""
"0xc81c9","]At War",""
"0xc81d1","Alliance",""
"0xc81f1","[ %-10s",""
"0xc81f9","%-11s %-11s ",""
"0xc8206","%-10s%3d  ",""
"0xc821f","%-13s",""
"0xc8231","Poor",""
"0xc8236","Avg.",""
"0xc823b","Rich",""
"0xc8269"," %2s %-12s",""
"0xc8274","Home",""
"0xc8279","Cap.",""
"0xc8283","Navy",""
"0xc8288","Army",""
"0xc8291"," %-4s%-5s",""
"0xc829b","%2d/%2d %-5s%-7s",""
"0xc82ad","%27s",""
"0xc82b2","%5d/%5d ",""
"0xc82bb","%5d%5d%5d",""
"0xc82cc","%s Class",""
"0xc82dc","%3s %-18s",""
"0xc82ea","B<%10s",""
"0xc82f5","B5%d",""
"0xc8307","B=%2d",""
"0xc8325","high gun",""
"0xc832e","amphibious gun",""
"0xc833d","tube",""
"0xc8342","!_H_%_L_._P_=_B^",""
"0xc8353","%2d.%dcm %s%s x%d",""
"0xc836e","C7%s %s %s",""
"0xc8383","C7%s",""
"0xc83d5","C7%s",""
"0xc83e1","%-16s",""
"0xc83ee","%-14s",""
"0xc840f","B0%s",""
"0xc841b","%-10s",""
"0xc843f","tank gun",""
"0xc8459","%5s%3d.%dmm %s%s x%d",""
"0xc8472","B0%s",""
"0xc847e"," Class",""
"0xc8485","%-18s",""
"0xc84a2","%2d.%dcm %s%s x%d",""
"0xc84bd","C7%s  %s",""
"0xc84d5","C7%s",""
"0xc84de","B0%s",""
"0xc84e7","B0%s",""
"0xc84ec","Which country's information?",""
"0xc8509","JAPAN",""
"0xc850f","U.S.A.",""
"0xc8516","OTHER",""
"0xc8525","aD_%-12s ",""
"0xc852f","%-3s ",""
"0xc8535","%3s ",""
"0xc853a","%2d%5d%5d%5d",""
"0xc8547","%4d/%2d%3d/%2d%4d%3d/%2d ",""
"0xc8565","B1%3d ",""
"0xc8577","%4s Fleet",""
"0xc8581","Currently Unknown",""
"0xc8593","Ship In Service",""
"0xc85a3","%-12s ",""
"0xc85aa","%-3s ",""
"0xc85b0","%3s ",""
"0xc85b5","%2d%5d%5d%5d",""
"0xc85c2","%5d%6d%4d/%2d%4d%3d/%2d",""
