"offset","source","note"
"0xc9031","Airfield 1",""
"0xc903c","Airfield 2",""
"0xc9047","Commander",""
"0xc9051","%-12s ",""
"0xc9058","%-12s",""
"0xc905e","Duty",""
"0xc906e","None",""
"0xc9076","%s A.F. Airfield %d",""
"0xc90a6","X@,}Training is not necessary.",""
"0xc90c5"," Select Unit",""
"0xc90e2"," %4s Marines",""
"0xc90ef"," %4s Army Div.",""
"0xc90fe","%s %s has landed.",""
"0xc9110","%s Army Div. has landed.",""
"0xc912a","What will you organize?",""
"0xc9142","Where will you move the ship?",""
"0xc9173","lThe fleet will be divided.",""
"0xc918f","Warship",""
"0xc9197","Airplane",""
"0xc91a0"," EXECUTE ",""
"0xc91aa"," CANCEL ",""
"0xc91cc","%s fleet",""
"0xc91d5","Warship",""
"0xc91dd","Airplane",""
