"offset","source","note"
"0xc6686","WTEK2007.KOS",""
"0xc6693","WTEK2008.KOS",""
"0xc66a0","WTEK2009.KOS",""
"0xc66ad","WTEK2010.KOS",""
"0xc66ba","WTEK2011.KOS",""
"0xc66c7","WTEK2012.KOS",""
"0xc66d4","WTEK2013.KOS",""
"0xc66e8","SGRP.TK2",""
"0xc6746","Can't open CD-ROM DEVICE.",""
"0xc6760"," Base",""
"0xc6766"," Post",""
"0xc676c","Navy",""
"0xc6771","Army",""
"0xc677d","CMarines",""
"0xc6786","Marines",""
"0xc6793","C0ARAdm",""
"0xc679b","VAdm",""
"0xc67a4","FAdm",""
"0xc67b7","CxCRear Admiral",""
"0xc67c7","Vice Admiral",""
"0xc67d4","Admiral",""
"0xc67dc","Fleet Admiral",""
"0xc67ea","Major Genaral",""
"0xc67f8","Lt. General",""
"0xc6804","General",""
"0xc680c","Gen. of Army",""
"0xc6819","Move",""
"0xc681e","Supply",""
"0xc6825","Engage",""
"0xc682c","Strike",""
"0xc6833","Shell",""
"0xc6839","Land",""
"0xc683e","Patrol",""
"0xc6845","Attack",""
"0xc684c","Port",""
"0xc6851","Sabotage",""
"0xc685a","Patrol",""
"0xc6861","Attack",""
"0xc6877","CPatrol",""
"0xc687f","Attack",""
"0xc6886","Defend",""
"0xc6899","DOccupy",""
"0xc68a1","Defend",""
"0xc68be"," Command",""
"0xc68c7"," INFO",""
"0xc68da"," Select",""
"0xc68e2"," ORDER",""
"0xc68e9"," CANCEL",""
"0xc68f1"," INFO",""
"0xc6929","seas.",""
"0xc692f","the surrounding seas.",""
"0xc6945","the surrounding seas.",""
"0xc6973","D%dth",""
"0xc6979","%dst",""
"0xc697e","%dnd",""
"0xc6983","%drd",""
"0xc6995","EbE999th",""
"0xc69b1","%2d / %2d / %4d",""
"0xc69d3","%s %s Army Div",""
"0xc69e2","%s %s Army Div",""
"0xc69fa","%s %s Fleet",""
"0xc6a06","%s %s Fleet",""
"0xc6a12","Jan.",""
"0xc6a17","Feb.",""
"0xc6a1c","Mar.",""
"0xc6a21","Apr.",""
"0xc6a2a","Jun.",""
"0xc6a2f","Jul.",""
"0xc6a34","Aug.",""
"0xc6a39","Sep.",""
"0xc6a3e","Oct.",""
"0xc6a43","Nov.",""
"0xc6a48","Dec.",""
"0xc6a4d","Japan",""
"0xc6a53","U.S.A.",""
"0xc6a5a","England",""
"0xc6a62","Holland",""
"0xc6a6a","Australia",""
"0xc6a74","U.S.S.R.",""
"0xc6a7d","China",""
"0xc6a83","Thailand",""
"0xc6a8c","Germany",""
"0xc6ab8","clear",""
"0xc6abe","cloudy",""
"0xc6ac5","rain",""
"0xc6ace","snow",""
"0xc6ad3","storm",""
"0xc6af1","ECarrier",""
"0xc6afa","Light Carrier",""
"0xc6b08","Dreadnought",""
"0xc6b14","Battleship",""
"0xc6b1f","Heavy Cruiser",""
"0xc6b2d","Light Cruiser",""
"0xc6b3b","Destroyer",""
"0xc6b45","Submarine",""
"0xc6b69","Fleet Fighter",""
"0xc6b77","Land Fighter",""
"0xc6b84","Fleet Bomber",""
"0xc6b91","Fleet Attack",""
"0xc6b9e","Land Attack",""
"0xc6baa","Navy Scout",""
"0xc6bb5","Str. Bomber",""
"0xc6bc1","Army Fighter",""
"0xc6bce","Army Bomber",""
"0xc6bda","Army Scout",""
"0xc6be5","Str. Bomber",""
"0xc6c12","Vertical",""
"0xc6c1b","Double",""
"0xc6c22","Horizontal",""
"0xc6c2d","Diagonal",""
"0xc6c36","Circular",""
"0xc6c53","FFleet",""
"0xc6c5a","Base A.F.",""
"0xc6c64","Marines",""
"0xc6c6c","Marines",""
"0xc6c74","Army Div",""
"0xc6c7d","L.Force",""
"0xc6c85","Unit",""
"0xc6c8a","Submarine",""
"0xc6c94","fleet",""
"0xc6c9a","base A.F.",""
"0xc6ca4","marines",""
"0xc6cac","marines",""
"0xc6cb4","army division",""
"0xc6cc2","land force",""
"0xc6ccd","unit",""
"0xc6cd2","submarine",""
"0xc6d0c","We have a report from the %s. ",""
"0xc6d6d","C%c%s",""
"0xc6d74"," Command",""
"0xc6d7d","ORDER",""
"0xc6d83","CANCEL",""
"0xc6d8a","SCUTTLE",""
"0xc6da6","CV:%d BB:%d CA:%d DD:%d",""
"0xc6dbe","Details unknown.",""
"0xc6dcf","not ",""
"0xc6dd5","%s A.F.",""
"0xc6de3","%s A.F.",""
"0xc6df1","C0%s",""
"0xc6e14","%-12s",""
