"offset","source","note"
"0xc7499","You cannot %s due to the %s.",""
"0xc74b6","do anything",""
"0xc74c2","deploy aircraft",""
"0xc74f6","Give your orders to the %s.",""
"0xc7513","%d. %s",""
"0xc751a","Imperial HQ",""
"0xc7526","War Dept.",""
"0xc7537","M4%s",""
"0xc753c","%s Fleet",""
"0xc7545","%2d/%2d/%4d",""
"0xc7551","%s Base",""
"0xc755a","R%c%s",""
"0xc7560","the area %d-%d",""
"0xc7570","R%c%s",""
"0xc757a","Canceling orders.",""
"0xc758c"," DUTY ",""
"0xc7593"," CANCEL ",""
"0xc759c"," ENTER ",""
"0xc75cf","base air force",""
"0xc7608","%d. %s",""
"0xc760f","Imperial HQ",""
"0xc761b","War Dept.",""
"0xc762c","M4%-12s",""
"0xc7634","%-12s",""
"0xc763a","%2d/%2d/%4d",""
"0xc7646","%s Base",""
"0xc764f","R%c%s",""
"0xc7656","R%c%s",""
"0xc7661","%d. %6s",""
"0xc7669"," Base A.F.",""
"0xc7674","Imperial HQ",""
"0xc7680","War Dept.",""
"0xc7691","M4%s",""
"0xc7696","%-16s",""
"0xc769c","%2d/%2d/%4d",""
"0xc76a8","%-30s",""
"0xc76ae","%-30s",""
"0xc76dd","Q%d.%s",""
"0xc76e4","Imperial HQ",""
"0xc76f0","War Dept.",""
"0xc7701","M4%s",""
"0xc7706","%s %6s",""
"0xc770d","%s Army Div.",""
"0xc771a","%-15s",""
"0xc7720","%2d/%2d/%4d",""
"0xc772d","R%c%s",""
"0xc7737","FLEET",""
"0xc773d","SUBMARINE",""
"0xc7747","BASE A.F.",""
"0xc7751","MARINES",""
"0xc776e","B:Reserves(%3d)",""
"0xc7782","B:Reserves(%3d)",""
"0xc7792","Please organize your warships.",""
"0xc77b1","Reserve",""
"0xc77b9","At Home Port",""
"0xc77c6","%4s Fleet %-12s",""
"0xc77dd","%3s  %-16s %3d %3d %3d",""
"0xc77f4","planes",""
"0xc77fb","scouts",""
"0xc7802","Select an aircraft.",""
"0xc7817","Will you assign a unit?",""
"0xc782f","There are no reserve %s.",""
"0xc7848","There are no reserve %s.",""
"0xc7868","FLEET",""
"0xc786e","BASE A.F.",""
"0xc7878","MARINES",""
"0xc7880","ARMS",""
"0xc7885","BASE OP.",""
"0xc789f","T\SWhat will you do?",""
"0xc78b4","To which %s will you assign?",""
"0xc78d1","Select unit.",""
"0xc78de","FLEET",""
"0xc78e4","SUBMARINE",""
"0xc78ee","BASE A.F.",""
"0xc78f8","MARINES",""
"0xc7918","%s A.F.",""
"0xc7920","%s Fleet",""
"0xc7937"," %-12s",""
"0xc793e","%-14s",""
"0xc7944","%-17s",""
"0xc794e","%4d  ",""
"0xc795e"," %-12s",""
"0xc7965","%-14s",""
"0xc796b","%s A.F.",""
"0xc7973","%s Army Div.",""
"0xc7981","%-16s",""
"0xc7987","%3d ",""
"0xc798c","%3d  ",""
"0xc799a","Poor",""
"0xc799f","Avg.",""
"0xc79a4","Rich",""
"0xc79c2","B1 %-17s",""
"0xc79cb","%3s(%4s) ",""
"0xc79d5","%2d/%2d  %4s %4s",""
