"offset","source","note"
"0xc505c","Diet",""
"0xc5062","Congress",""
"0xc506c","You're asking me?",""
"0xc507e","I need more time to review.",""
"0xc509a","Again?",""
"0xc50a2","Me again?",""
"0xc50b4","set_sakusen_an",""
"0xc50c8","%-12s%-8s%-4s",""
"0xc50ef","   Base    Mission Force",""
"0xc5168"," Mission",""
"0xc5171"," OCCUPY",""
"0xc5179"," DESTROY",""
"0xc5192"," Force",""
"0xc5199"," NAVY",""
"0xc519f"," ARMY",""
"0xc51a5"," BOTH",""
"0xc51c7","B1 %-12s",""
"0xc51d7","B1  Name List ",""
"0xc51e6","You cannot use this name.",""
"0xc5207","B1 %-12s",""
"0xc5217","B1Sub. Name List",""
"0xc522f","B1 Class Name List",""
"0xc5249","B1 Class Name List",""
"0xc525c","How about the Army?",""
"0xc5270","My feelings exactly.",""
"0xc52a6","This concludes our meeting.",""
"0xc52c2","Thank you for attending.",""
"0xc52db","  INFO  ",""
"0xc52e4"," ENTER  ",""
"0xc531a","C0%-4s  %4d",""
"0xc5327","C%c%2d",""
"0xc532e","chk_kankei",""
"0xc5359","C0%5d+%5d",""
"0xc5364","C0%11d",""
"0xc536c","C0 (%2d)%6d",""
"0xc5378","Navy",""
"0xc537d","Army",""
"0xc5382","Foreign",""
"0xc538a","Bases",""
"0xc5390","Technology",""
"0xc539b","Government",""
"0xc53a7","C0(%2d)%6d",""
"0xc53b2","Spy Tech",""
"0xc53bb","Naval Tech",""
"0xc53c6","Aeronautic",""
"0xc53d1","Weaponry",""
"0xc53da","Industry",""
"0xc53e3","Will you state your ideas?",""
"0xc549c","Army Div.",""
"0xc54a6","Army Div.",""
"0xc54b7","0Marines",""
"0xc54c0","Marines",""
"0xc54da","%4d-%4d",""
"0xc54e6","C7Near %s",""
"0xc54f0","Post",""
"0xc54f5","Base",""
"0xc54fa","the %s %s",""
"0xc5508","C7Near %s",""
"0xc5512","A.F.",""
"0xc5517","OFFENSE",""
"0xc551f","DEFENSE",""
"0xc5528","B1%s ",""
