"offset","source","note"
"0xc97ce","2nd Trans",""
"0xc97e8","%s Fleet",""
"0xc97f7","%s Army Div.",""
"0xc981f"," Board",""
"0xc9826"," %4s Fleet",""
"0xc9837","%s Army Div.",""
"0xc9844","Finished supplying aircraft.",""
"0xc9862","Which area will you search?",""
"0xc987e","You don't have any scouts.",""
"0xc989a"," Command",""
"0xc98a3"," SEARCH",""
"0xc98ab"," SHELL",""
"0xc98b2"," STRIKE",""
"0xc98ba"," RE-ARM",""
"0xc98c2"," ORDER",""
"0xc98c9"," INFO",""
"0xc98cf","Not delegated.",""
"0xc98de","Canceling delegated orders.",""
"0xc98fa"," Command",""
"0xc9903"," SEARCH",""
"0xc990b"," RE-ARM",""
"0xc9913"," STRIKE",""
"0xc991b"," ORDER",""
"0xc9922"," INFO",""
"0xc9944","Canceling delegated orders.",""
"0xc9962"," Command",""
"0xc996b"," ATTACK",""
"0xc9973"," ORDER",""
"0xc998a"," Command",""
"0xc9993"," ORDER",""
"0xc999a"," CANCEL",""
"0xc99b2","Canceling delegated orders.",""
"0xc99d0","gun attack",""
"0xc99db","air strike",""
"0xc99eb","u*u%s Base",""
"0xc99f6","%s Post",""
"0xc9a05"," Choose a target.",""
"0xc9a17"," BASE",""
"0xc9a1d"," FLEET",""
"0xc9a34"," When? ",""
"0xc9a3c"," DAY",""
"0xc9a41"," NIGHT",""
"0xc9a58","Enter the gun attack target.",""
"0xc9a75","Enter the air strike target.",""
"0xc9a99","uThere are no air forces.",""
"0xc9ad3","There are no enemy forces.",""
"0xc9aee"," ENTIRE AIR FORCE",""
"0xc9b00","Select the fleet.",""
"0xc9b12","dock",""
"0xc9b19","w&vharbor",""
"0xc9b27","wairfield",""
"0xc9b32","(w&wbudget",""
"0xc9b3d","materials",""
"0xc9b48","We are building %s right now.",""
"0xc9b66","You cannot build any more %ss.",""
"0xc9b86","You cannot build %ss.",""
"0xc9b9c","a %s",""
"0xc9ba1","a %s",""
"0xc9ba6","a %s",""
"0xc9bab","a %s",""
"0xc9bb0","an %s",""
"0xc9bb6","an %s",""
"0xc9bbd","C0%2d",""
"0xc9bc3","Base Trans.",""
"0xc9bcf","Navy Trans.",""
"0xc9bdc","C0%5d",""
"0xc9be2","Base Mat'l",""
"0xc9bed","Navy Mat'l",""
"0xc9bf8","move transports",""
"0xc9c08","move materials",""
"0xc9c17","build a harbor",""
"0xc9c26","build a dock",""
"0xc9c33","build an airfield",""
"0xc9c4f","xTx&xXx3x4wWill you %s?",""
"0xc9c67"," (Budget:%d Materials:%d)",""
"0xc9c81","Which base will you operate?",""
"0xc9cef"," ENTER ",""
"0xc9cf7"," EXECUTE ",""
"0xc9d01","   CONFIRM   ",""
"0xc9d5e","All planes ",""
"0xc9d6b","%d plane%s ",""
"0xc9d78","crashed!",""
"0xc9d81","were",""
"0xc9d8b","shot down!",""
"0xc9d96","P.T.O. II",""
"0xc9da0","TEKE2WIN.HLP",""
"0xc9db0","Exit P.T.O. II?",""
"0xc9dc0","P.T.O. II Execution error",""
"0xc9dda","P.T.O. II Execution error",""
"0xc9df4","AppVersion",""
"0xc9dff","APPMENU",""
"0xc9e12","avivideo",""
"0xc9e1b","Unable to open Movie",""
"0xc9e30","A:\TEKE2WIN.HLP",""
"0xc9e40","A:\%s",""
"0xc9e5a","grpseg",""
"0xc9e61","grpseg2",""
"0xc9e69","readseg",""
"0xc9e71","grpseg",""
"0xc9e78","pacseg",""
"0xc9e7f","winseg",""
"0xc9e86","brgseg",""
"0xc9e8d","rumseg",""
"0xc9e94","mmapseg",""
"0xc9e9c","wakseg",""
"0xc9ea3","MIDI Buf",""
"0xc9eac","nupseg",""
"0xc9f00","_C_FILE_INFO=",""
"0xca349","run-time error ",""
"0xcba08","E&xit",""
"0xcba10","&Help",""
"0xcba1a","&Contents",""
"0xcba28","&Search By Keyword",""
"0xcba44","&How To Use Help",""
"0xcba59","&About Version Information",""
"0xcbc0f","P.T.O. II",""
"0xcbc1b","FixedSys",""
"0xcbc59","Pacific Theater of Operations II",""
"0xcbc8a","Version 1.0",""
"0xcbca6","(C) Copyright KOEI Corporation 1995",""
