"offset","source","note"
"0xc2923","Wiped out",""
"0xc292d","%3d(Lost %3d)",""
"0xc2968","B1%d %-16s",""
"0xc2973","Wiped out",""
"0xc297d","%3d(Lost %3d)",""
"0xc2a12","was bombed!",""
"0xc2a29","a rocket!",""
"0xc2a46","minimal damage.",""
"0xc2a60","slight damage.",""
"0xc2a79","serious damage.",""
"0xc2ab2","down to %d.",""
"0xc2ada","were",""
"0xc2aec","%s destroyed.",""
"0xc2b05","was wiped out.",""
"0xc2b24","now at %d.",""
"0xc2b3f","now at %d.",""
"0xc2b4a","was bombed!",""
"0xc2b63","torpedo!",""
"0xc2b6c","was hit by fire!",""
"0xc2ba1","%d torpedo%s.",""
"0xc2bb6","%d bomb%s.",""
"0xc2bc2","Wiped out.",""
"0xc2bce","%d ship%s left.",""
"0xc2bf0","damaged.",""
"0xc2c09","damaged.",""
"0xc2c24","was damaged.",""
"0xc2c42","in the hull!",""
"0xc2c6b","charges!",""
"0xc2c7f","torpedoes!",""
"0xc2c8a","was bombed!",""
"0xc2c97","Armor %s",""
"0xc2ca0","starboard",""
"0xc2caa","port",""
"0xc2cc8","bombed.",""
"0xc2ce2","knocked out!",""
"0xc2cff","bombed.",""
"0xc2d13","destroyed.",""
"0xc2d2e","flooded.",""
"0xc2d49","damaged.",""
"0xc2d73","damaged.",""
"0xc2d87","damaged.",""
"0xc2d9b","destroyed.",""
"0xc2db5","guns damaged.",""
"0xc2dd2","guns destroyed.",""
"0xc2dfb","torpedo%s.",""
"0xc2e10","bomb%s.",""
"0xc2e26","the %s.",""
"0xc2e4f","fire.",""
"0xc2e92","No regret in my life!",""
"0xc2ea8","Farewell, my beloved country.",""
"0xc2ec6","Make me proud!",""
"0xc2ed5","Banzai, Japan!",""
"0xc2ee4","Bless America!",""
"0xc2f04","Sank!",""
"0xc2f0b","Sunk in battle!",""
"0xc2f1c","was defeated.",""
"0xc2f2b","Destroyed the enemy!",""
"0xc2f48","%s Class",""
"0xc2f57","%s %s Cl.",""
"0xc2f62","%s Transport",""
"0xc2f6f","%s Transport %d",""
"0xc2f89","landed!",""
"0xc2f98","killed in action.",""
"0xc2faa","Select a target position.",""
"0xc2fc4","Retreating from battle.",""
"0xc2fdc"," MAIN GUN",""
"0xc2fe6"," ROCKET",""
"0xc2fee"," CANCEL",""
"0xc3008","Select a target to attack.",""
"0xc3023","Select a target position.",""
"0xc303d"," SUB. DELG. ",""
"0xc304a"," FLEET DELG.",""
"0xc3057","  L.F. DELG.",""
"0xc3064","  A.F. DELG.",""
"0xc3071","    ENTER   ",""
"0xc3092","Direct Control",""
"0xc30a1","Attack Carrier",""
"0xc30b0","Attack Battleship",""
"0xc30c2","Attack Cruiser",""
"0xc30d1","Attack Destroyer",""
"0xc30e2","Attack Submarine",""
"0xc30f3","Attack Transport",""
"0xc3104","Attack Land Force",""
"0xc3116","Attack Storage",""
"0xc3125","Attack Factory",""
"0xc3134","Attack Airfield",""
"0xc3144","Land",""
"0xc3149","Rest",""
"0xc314e","Retreat",""
"0xc3156","Retreat",""
"0xc315e","Delegate",""
"0xc317b"," Information",""
"0xc31a7","Bomb",""
"0xc31ac","Torp",""
"0xc3216"," EXECUTE ",""
"0xc3220","STEER",""
"0xc3226","MOVE ",""
"0xc322c","ATTK ",""
"0xc3232"," EXECUTE ",""
"0xc323c","PORT",""
"0xc3241","STAR",""
"0xc3246","LAND",""
"0xc324b","BOMB",""
"0xc3250","ATTK ",""
"0xc32d6","ATTK",""
"0xc32db","WAIT",""
"0xc32e7"," Base AF",""
"0xc3300","%12s",""
"0xc336d","read open err:",""
"0xc3380","Imperial Headquarters",""
"0xc3396","Operation Headquarters",""
"0xc33ad","completed their mission.",""
"0xc33e6","confront opposition.",""
"0xc33fb","Pacific fleet.",""
"0xc340a","mount a counterattack.",""
"0xc3421","plea for peace.",""
"0xc3441","against the Japanese forces.",""
"0xc345e","is the invasion of Japan.",""
"0xc3492","A single battleship moves ",""
"0xc34ad","slowly through the waves as ",""
"0xc34ca","if leading the sad souls of ",""
"0xc34e7","heroes scattered over the ",""
"0xc3502","Pacific to their final ",""
"0xc351a","resting place. ",""
"0xc352a","Someday, the smell of ",""
"0xc3541","blastpowder burned into the ",""
"0xc355e","steel hull will fade away, ",""
"0xc357a","but for now the men slowly ",""
"0xc3596","inhale it along with the ",""
"0xc35b0","pleasant smell of the salty ",""
"0xc35cd","brine. ",""
"0xc35d5","Far off on the horizon, ",""
"0xc35ee","the rising sun welcomes them ",""
"0xc360c","to a new day with arms of ",""
"0xc3627","outstretched rays. ",""
"0xc363b","They have left behind ",""
"0xc3652","uncertainty and fear, and ",""
"0xc366d","soak up the warm sunlight ",""
"0xc3688","reflected in the waves. ",""
"0xc36a1","Their hearts are now ",""
"0xc36b7","unburdened, and every breath ",""
"0xc36d5","they take is filled with ",""
"0xc36ef","hope. Promises of peace on ",""
"0xc370b","every tongue; the war is ",""
"0xc3725","over. ",""
"0xc372c","Friends, your life, your ",""
"0xc3746","sacrifice, will not go to ",""
"0xc3761","waste. ",""
"0xc3769","Dear friends, I will ",""
"0xc377f","protect your memories, your ",""
"0xc379c","courage and hope. ",""
"0xc37af","May this be my vow. May ",""
"0xc37c8","the sun burning bright on ",""
"0xc37e3","the horizon serve as my ",""
"0xc37fc","witness. ",""
"0xc3806","For those of us who ",""
"0xc381b","survived, it is the least we ",""
"0xc3839","can do.",""
"0xc3841","A single battleship steers ",""
"0xc385d","its way through the ocean ",""
"0xc3878","waters. It's helm tears the ",""
"0xc3895","waves, leaving a trail of ",""
"0xc38b0","white froth to mark its ",""
"0xc38c9","passage. ",""
"0xc38d3","Beyond these rough waters ",""
"0xc38ee","waits the calm shores of ",""
"0xc3908","home. Long assaulted by ",""
"0xc3921","barked orders and cannon ",""
"0xc393b","blasts, their ears bless the ",""
"0xc3959","gentle sounds of waves that ",""
"0xc3976","caress the hull. ",""
"0xc3988","The morning sun on the far ",""
"0xc39a4","horizon, brings the ",""
"0xc39b9","announcement that another ",""
"0xc39d4","day has begun. They have ",""
"0xc39ee","left behind uncertainty and ",""
"0xc3a0b","fear, and soak up the warm ",""
"0xc3a27","sunlight reflected in the ",""
"0xc3a42","waves. Their hearts, now ",""
"0xc3a5c","unburdened, are filled with ",""
"0xc3a79","hope and they thank nature ",""
"0xc3a95","for every salty breath she ",""
"0xc3ab1","brings. Promises of peace on ",""
"0xc3acf","every tongue; the war is ",""
"0xc3ae9","over. ",""
"0xc3af0","Friends, the days we ",""
"0xc3b06","fought together, will always ",""
"0xc3b24","be a part of me. ",""
"0xc3b36","Dear friends, it finally ",""
"0xc3b50","came, this peace you so ",""
"0xc3b69","prayed for... ",""
"0xc3b78","The sun now rising as my ",""
"0xc3b92","witness, I will preserve it. ",""
"0xc3bb0","For those of us who ",""
"0xc3bc5","survived, it is the least we ",""
"0xc3be3","can do. ",""
"0xc3c4c","Carrier",""
"0xc3c54","Light Carrier",""
"0xc3c62","Dreadnought",""
"0xc3c6e","Battleship",""
"0xc3c79","Heavy Cruiser",""
"0xc3c87","Light Cruiser",""
"0xc3c95","Destroyer",""
"0xc3cc0","B0%4s Fleet",""
"0xc3cd0","B1%4s Fleet Commander",""
"0xc3cea","B1%s",""
"0xc3cf3","B0Commander %-12s",""
"0xc3d09","B1%s %-12s",""
"0xc3d18","B0Allied Fleet",""
"0xc3d2b","B0Pacific Fleet",""
"0xc3d48","Japan",""
"0xc3d4e","The U.S.A.",""
"0xc3d5a","END_NAMI.TK2",""
"0xc3d68","PEND.TK2",""
"0xc3d72","SSEND.TK2",""
"0xc3d7c","END3_3D.TK2",""
"0xc3d88","END4.TK2",""
"0xc3d92","END_SF.TK2",""
"0xc3d9e","OP4_BC.TK2",""
"0xc3daa","Japan",""
"0xc3db0","U.S.A.",""
"0xc3dee","Chief of Naval Staff",""
"0xc3e03","Captain of ""Prince of Wales""",""
"0xc3e20","Tom Phillips",""
"0xc3e2d","Tomoyuki Yamashita",""
"0xc3e40","A.E. Percival",""
"0xc3e4e","J.V.Stalin",""
"0xc3e59","J.V. Stalin",""
"0xc3e65","F.D. Roosevelt",""
"0xc3e74","W.S. Churchill",""
"0xc3e83","D. MacArthur",""
"0xc3e90","D. MacArthur",""
"0xc3e9d","Tamon Yamaguchi",""
"0xc3ead","Captain of Hiryu : Kaku Tomeo",""
"0xc3ecb","Occupy ",""
"0xc3ed3","Defend ",""
"0xc3edb","Destroy",""
"0xc3ef0","Enemy's goal",""
"0xc3f03","Both",""
"0xc3f1f","A. Hitler",""
"0xc3f29","A. Hitler",""
"0xc3f33","Ho Chi Minh",""
"0xc3f3f","President M.L. Keson",""
"0xc3f54","base",""
"0xc3f59","post",""
"0xc3fbc","peace treaty",""
"0xc3fc9","military pact",""
"0xc3fd7","aid pact",""
"0xc3ff0","%s has declared war on %s.",""
"0xc400b","military",""
"0xc402b","M4%s",""
"0xc4045","M4%s",""
"0xc404a","%s Class %s",""
"0xc408a","Army High Command",""
"0xc409c","Chief of Operations",""
"0xc40d2","R%c%s",""
"0xc40e3","M4%s",""
"0xc40f2","Army High Command",""
"0xc4104","Operations HQ",""
"0xc4119","R%c%s",""
"0xc4120","B1GNP      :%6d",""
"0xc4131","B1Bases    :%6d (Navy%3d)",""
"0xc414b","(Army%3d)",""
"0xc4156","B1Budget   :%6d",""
"0xc4167","B1Materials:%6d",""
"0xc4189","harbor",""
"0xc4190","dock",""
"0xc4195","airfield",""
"0xc41a9","|Staff",""
"0xc41b0","Operations",""
"0xc41c2","R%c%s",""
"0xc41df","ver_c_sute_card",""
"0xc4200","C0%5d+%5d",""
"0xc420b","C0 (%2d)%6d",""
"0xc4217","Navy",""
"0xc421c","Army",""
"0xc4221","Domestic",""
"0xc422a","Assign materials.",""
"0xc4253","T( View which?",""
"0xc4262"," PROPOSALS  ",""
"0xc426f"," DECISIONS  ",""
"0xc427c","   CANCEL   ",""
"0xc42a4","What will you do?",""
"0xc42ba","throw away",""
"0xc42c5","Which card will you %s?",""
"0xc42dd","Will you skip this topic?",""
"0xc4311","{Whom will you try to persuade?",""
"0xc4332","Plan",""
"0xc4337","Unify",""
"0xc433d","Direct",""
"0xc4344","Refuse",""
"0xc434b","Silent",""
"0xc4352","Pass",""
"0xc4357","Reverse",""
"0xc435f","Ignore",""
"0xc4366","Extend",""
"0xc436d","Agree",""
"0xc4373","Plead",""
"0xc4379","Imperial HQ Conference",""
"0xc4390","National Security Conference",""
"0xc43b6","Foreign",""
"0xc43be","Op.Goals",""
"0xc43c7","Budget",""
"0xc43ce","Materials",""
"0xc43d8","Draft",""
"0xc43de","Armaments",""
"0xc43e8","Bases",""
"0xc440a","Foreign Affairs",""
"0xc441a","Operation Goals",""
"0xc442a","Budget",""
"0xc4431","Materials",""
"0xc443b","Draft",""
"0xc4441","Armaments",""
"0xc444b","Base Upkeep",""
"0xc4498","Dcl. War",""
"0xc44a1","Req. War",""
"0xc44aa","Mil.Pact",""
"0xc44b3","Break Mil",""
"0xc44c1","Break Aid",""
"0xc44cb","Peace",""
"0xc44d1","Negotiate",""
"0xc44db","Declare War",""
"0xc44e7","Request War Part.",""
"0xc44f9","Military Pact",""
"0xc4507","Break Mil. Pact",""
"0xc4517","Aid Pact",""
"0xc4520","Break Aid Pact",""
"0xc452f","Peace Treaty",""
"0xc453c","Negotiations",""
"0xc4549","Occupy",""
"0xc4550","Defend",""
"0xc4557","Destroy",""
"0xc4560","I!f!P!j!W!Z Navy",""
"0xc4571","Army",""
"0xc4576","Both",""
"0xc4583","!v!b!Prime Minister",""
"0xc4597","Chief of Naval Staff",""
"0xc45ac","Chief of Staff",""
"0xc45bb","Finance Minister",""
"0xc45cc","Foreign Minister",""
"0xc45dd","President",""
"0xc45e7","Chief of Naval Op.",""
"0xc45fa","Chief of Staff",""
"0xc4609","Sec. of Treasury",""
"0xc461a","Secretary of State",""
"0xc462d","Prime Minister",""
"0xc463c","Chf.of Nvl.Stf.",""
"0xc464c","Chief of Staff",""
"0xc465b","Finance Min.",""
"0xc4668","Foreign Min.",""
"0xc4675","President",""
"0xc467f","Chf.of Nvl.Op.",""
"0xc468e","Chief of Staff",""
"0xc469d","Sec.of Treasury",""
"0xc46ad","Sec.of State",""
"0xc46f1","B0 %-4s%4d",""
"0xc475c","read_man",""
"0xc476c","B0%s",""
"0xc4778","B7%s",""
"0xc477e","O,O8O/O5O2O;OGO>ODOA",""
"0xc47ce","Diet",""
"0xc47d3","Congress",""
"0xc47f2","C4%-9s",""
"0xc482e","Navy      ",""
"0xc4839","Army      ",""
"0xc4844","Foreign   ",""
"0xc484f","Bases     ",""
"0xc485a","Technology",""
"0xc4865","Government",""
"0xc4875","Navy     ",""
"0xc487f","Army     ",""
"0xc4889","Domestic ",""
"0xc48b8","C0%6d",""
"0xc48fb","C4%-9s",""
"0xc4935","No debate.",""
"0xc4940","Navy      ",""
"0xc494b","Army      ",""
"0xc4956","Foreign   ",""
"0xc4961","Bases     ",""
"0xc496c","Technology",""
"0xc4977","Government",""
"0xc4986","No debate.",""
"0xc4996","Navy     ",""
"0xc49a0","Army     ",""
"0xc49aa","Domestic ",""
"0xc49d4","C0%6d",""
"0xc49de","No debate.",""
"0xc4a36"," INFO ",""
"0xc4a3d"," ENTER ",""
"0xc4a45","Do Nothing",""
"0xc4a6f","%-3s   %-18s -----",""
"0xc4a82","%-3s   %-18s %2d/%2d",""
"0xc4a97","Current situation",""
"0xc4aa9","Select a date.",""
"0xc4ab8","(On or after the %s)",""
"0xc4aed","C0%2d+%2d",""
"0xc4af8","C0%5d",""
"0xc4b03","C0%2d+%-2s%2d",""
"0xc4b11","Navy",""
"0xc4b16","Army",""
"0xc4b1f","Navy",""
"0xc4b24","Army",""
"0xc4b29","Europe",""
"0xc4b34","Station your forces.",""
"0xc4b4f"," CONFIRM ",""
"0xc4b60","C7%d. %-21s",""
"0xc4b6c","%d card%s",""
"0xc4c57","C4%4s",""
"0xc4c64"," SPACE",""
"0xc4c6b","BACKSP",""
"0xc4c72"," ENTER",""
"0xc4c79","CANCEL",""
"0xc4c94","B>Select a character.",""
"0xc4cb2","C4%s",""
"0xc4cc6","get_tantou",""
"0xc4cd1","put_card",""
"0xc4cda","card_init",""
"0xc4ce4","use_haicard",""
"0xc4cfc","narabekae",""
"0xc4d14","C1%s",""
"0xc4d1c","the %s's",""
"0xc4d28","The %s's",""
"0xc4d32","no_tasuuketsu",""
"0xc4d40","No one.",""
"0xc4d48","Only one person?",""
"0xc4d59","1, 2 people.",""
"0xc4d66","1, 2, 3 people.",""
"0xc4d76","1, 2, 3...4 people?",""
"0xc4d9d","(All in favor of %s proposal?",""
"0xc4dd1","{%s was set as follows.",""
"0xc4dfd",")Well...",""
"0xc4e06","Diet",""
"0xc4e0b","Congress",""
"0xc4e14","Diet",""
"0xc4e19","Congress",""
"0xc4e35",")Imperial HQ",""
"0xc4e42","War Dept.",""
"0xc4e53","M4%-12s",""
"0xc4e5b","%2d/%2d/%4d",""
"0xc4e72","government spending",""
"0xc4e86","domestic materials",""
"0xc4e9a","army draftees",""
"0xc4ea8","naval spending",""
"0xc4eb7","army spending",""
"0xc4ec5","foreign spending",""
"0xc4ed6","navy materials",""
"0xc4ee5","army materials",""
"0xc4ef4","navy draftees",""
"0xc4f10","how about it?",""
"0xc4f1e","what do you think?",""
"0xc4f32","please.",""
"0xc4f56",", what do you think?",""
"0xc4f6c","'s opinion on this matter.",""
"0xc4f88","I'd like to hear the ",""
"0xc4fa4","(cough-cough)",""
"0xc4fb2","Wait a minute!",""
"0xc4fc2","Just a moment.",""
"0xc4fd2","Wait a minute!",""
"0xc4fe2","Just a moment.",""
"0xc4ff6","Sir, do",""
"0xc4ffe","Navy",""
"0xc5003","Army",""
"0xc500a","I agree with the %s.",""
"0xc5020","You must be joking.",""
"0xc5034","I'm sorry, but",""
"0xc5044","It cannot be helped...",""
"0xc505c","Diet",""
"0xc5062","Congress",""
"0xc506c","You're asking me?",""
"0xc507e","I need more time to review.",""
"0xc509a","Again?",""
"0xc50a2","Me again?",""
"0xc50b4","set_sakusen_an",""
"0xc50c8","%-12s%-8s%-4s",""
"0xc50ef","   Base    Mission Force",""
"0xc5168"," Mission",""
"0xc5171"," OCCUPY",""
"0xc5179"," DESTROY",""
"0xc5192"," Force",""
"0xc5199"," NAVY",""
"0xc519f"," ARMY",""
"0xc51a5"," BOTH",""
"0xc51c7","B1 %-12s",""
"0xc51d7","B1  Name List ",""
"0xc51e6","You cannot use this name.",""
"0xc5207","B1 %-12s",""
"0xc5217","B1Sub. Name List",""
"0xc522f","B1 Class Name List",""
"0xc5249","B1 Class Name List",""
"0xc525c","How about the Army?",""
"0xc5270","My feelings exactly.",""
"0xc52a6","This concludes our meeting.",""
"0xc52c2","Thank you for attending.",""
"0xc52db","  INFO  ",""
"0xc52e4"," ENTER  ",""
"0xc531a","C0%-4s  %4d",""
"0xc5327","C%c%2d",""
"0xc532e","chk_kankei",""
"0xc5359","C0%5d+%5d",""
"0xc5364","C0%11d",""
"0xc536c","C0 (%2d)%6d",""
"0xc5378","Navy",""
"0xc537d","Army",""
"0xc5382","Foreign",""
"0xc538a","Bases",""
"0xc5390","Technology",""
"0xc539b","Government",""
"0xc53a7","C0(%2d)%6d",""
"0xc53b2","Spy Tech",""
"0xc53bb","Naval Tech",""
"0xc53c6","Aeronautic",""
"0xc53d1","Weaponry",""
"0xc53da","Industry",""
"0xc53e3","Will you state your ideas?",""
"0xc549c","Army Div.",""
"0xc54a6","Army Div.",""
"0xc54b7","0Marines",""
"0xc54c0","Marines",""
"0xc54da","%4d-%4d",""
"0xc54e6","C7Near %s",""
"0xc54f0","Post",""
"0xc54f5","Base",""
"0xc54fa","the %s %s",""
"0xc5508","C7Near %s",""
"0xc5512","A.F.",""
"0xc5517","OFFENSE",""
"0xc551f","DEFENSE",""
"0xc5528","B1%s ",""
"0xc5540","C7Forces %3d(-%2d) ->%3d",""
"0xc555d","C%d%s",""
"0xc5567","C7Tanks  %3d(-%2d) ->%3d",""
"0xc5588","%s %s Fleet A.F.",""
"0xc5599","%s %s Base A.F.",""
"0xc55ad","C7Planes %3d(-%2d) ->%3d",""
"0xc55ca","C%d%s Base",""
"0xc55d9","C7Yield  %3d(-%2d) ->%3d",""
"0xc55f2","%s %s Commander",""
"0xc5603","Win this war for us...",""
"0xc561a","%s %s Commander",""
"0xc562b","Win this war for us...",""
"0xc5653","%s Fleet A.F.",""
"0xc5661","%s A.F.",""
"0xc5669","%s Base",""
"0xc5672","%16s",""
"0xc5677","%16s",""
"0xc567c","%-16s",""
"0xc5682","%-16s",""
"0xc568f","HIT ANY KEY",""
"0xc56a8","SAVEDATA.TK2",""
"0xc56b6","BMAP.TK2",""
"0xc56c0","SHIP.TK2",""
"0xc56ca","TANK.TK2",""
"0xc56d4","PLANE.TK2",""
"0xc56de","SENSUI.TK2",""
"0xc56ea","MEIREI.TK2",""
"0xc56f6","JOGEN.TK2",""
"0xc5700","LOGO.TK2",""
"0xc570a","WAKU1.TK2",""
"0xc5714","SCESETSU.TK2",""
"0xc5722","GAIJI.TK2",""
"0xc572c","COMPIC.TK2",""
"0xc5738","EVPIC.TK2",""
"0xc5742","RUMAP.TK2",""
"0xc574c","PHASE.TK2",""
"0xc5756","MAKE.TK2",""
"0xc5760","KAO.TK2",""
"0xc5768","NWEAPON.TK2",""
"0xc5774","MMAP.TK2",""
"0xc577e","WAKU2.TK2",""
"0xc5788","BATTLE.TK2",""
"0xc5794","LAND.TK2",""
"0xc579e","COAST.TK2",""
"0xc57a8","HARBOR.TK2",""
"0xc57b4","LANDUNIT.TK2",""
"0xc57c2","LANDBACK.TK2",""
"0xc57d0","MSG1.TK2",""
"0xc57da","SCESTART.TK2",""
"0xc57e8","KNDATA",""
"0xc57f0","NCTDATA",""
"0xc57f8","KCKKDATA",""
"0xc5802","KKDATA",""
"0xc580a","KDATA",""
"0xc5810","KSDATA",""
"0xc5818","KTDATA",""
"0xc5820","SJDATA",""
"0xc5828","ARDATA",""
"0xc5830","GRDATA",""
"0xc5838","NVDATA",""
"0xc5840","AMDATA",""
"0xc5848","PLDATA",""
"0xc5850","TKDATA",""
"0xc5858","NSDDATA",""
"0xc5860","NRKDATA",""
"0xc5868","STDATA",""
"0xc5870","SSDATA",""
"0xc5878","KAICG.TK2",""
"0xc5882","KAIANM.TK2",""
"0xc588e","KAIMSG.TK2",""
"0xc589a","DBFILE.TK2",""
"0xc58a6","SBT.TK2",""
"0xc58ae","KSNAME.TK2",""
"0xc58ba","SSNAME.TK2",""
"0xc58c6","NGAIJI.TK2",""
"0xc58d2","EVMSG.TK2",""
"0xc58dc","EDATA.TK2",""
"0xc58f5","OPEN.AVI",""
"0xc58fe","PLANE.PAL",""
"0xc5922"," YES  ",""
"0xc5929","  NO  ",""
"0xc5953","R%c%s",""
"0xc595a","Is this OK?",""
"0xc5980","%3d - %3d",""
"0xc598e","B0%12s",""
"0xc5999","B0Force",""
"0xc59b0","B0 Oil  Matl",""
"0xc59c8","$}Poor    Avg.    Rich",""
"0xc59df","Poor    Avg.    Rich",""
"0xc59f4"," FLEET  ",""
"0xc59fd","RESOURCE",""
"0xc5a06"," FORCE  ",""
"0xc5a0f","  NET   ",""
"0xc5a18","  BASE  ",""
"0xc5a21","  END   ",""
"0xc5a32","B0%2d",""
"0xc5a48","B0 SUB.",""
"0xc5a54","B0%2d",""
"0xc5a6a","B7 SUB.",""
"0xc5a8a","Move",""
"0xc5a8f","Plan",""
"0xc5a9f","C0Navy Budget%11d",""
"0xc5ab1","Naval Materials%7d",""
"0xc5ac4","budget",""
"0xc5acb","materials",""
"0xc5ad5","There are not enough %s.",""
"0xc5b03","C0Days required%10d",""
"0xc5b17","ENTER",""
"0xc5b1d","CANCEL",""
"0xc5b24","Please name your ship.",""
"0xc5b42","B1%s  %s Class",""
"0xc5b58","B1Name: %-12s",""
"0xc5b70","warship",""
"0xc5b79","warship",""
"0xc5b81","ENTER",""
"0xc5b87","CANCEL",""
"0xc5b95","B1%s Class",""
"0xc5ba7","B1Name: %-11s",""
"0xc5bbf","submarine",""
"0xc5bca","submarine",""
"0xc5bd4","set_koutype",""
"0xc5be0","set_yobiki",""
"0xc5c08","%3d%5d%7d%7d%6d/%4d",""
"0xc5c1c","transport",""
"0xc5c3e","%-12s ",""
"0xc5c45","%-4s",""
"0xc5c4e","%4d%5d%5d%5d",""
"0xc5c5b","%5d%6d%3d/%2d%3d%3d/%2d ",""
"0xc5c78","B1%3d ",""
"0xc5c7f","%2d mo",""
"0xc5ca4","B1 %2d %-13s",""
"0xc5cb1","%-11s",""
"0xc5cb7","%2d%6d%3d/%2d%3d   ",""
"0xc5ccb","%d mo",""
"0xc5cd1"," DESIGN",""
"0xc5cd9"," BUILD",""
"0xc5ce0"," SCUTTLE",""
"0xc5ce9"," END",""
"0xc5cee"," Design",""
"0xc5cf6"," WARSHIP ",""
"0xc5d00","SUBMARINE",""
"0xc5d0a"," NEW SHIP",""
"0xc5d28"," Build",""
"0xc5d2f","WARSHIP ",""
"0xc5d38","SUBMARINE",""
"0xc5d42","AIRCRAFT",""
"0xc5d4b","TRANSPORT",""
"0xc5d6e"," Scuttle",""
"0xc5d77"," WARSHIP ",""
"0xc5d81","SUBMARINE",""
"0xc5d9c","What would you like to do?",""
"0xc5e6f","  ENTER  ",""
"0xc5e92","type2no",""
"0xc5e9a","Type2AboutType",""
"0xc5ea9"," DONE ",""
"0xc5eb0","%5d ",""
"0xc5eb5"," INC. ",""
"0xc5ebc","  ENTER   ",""
"0xc5ec7","  CANCEL  ",""
"0xc5ef1","B=%-11s%2d/%2d",""
"0xc5f00","Stern",""
"0xc5f06","Port",""
"0xc5f0f","Starboard",""
"0xc5f19","Speed",""
"0xc5f1f","Material",""
"0xc5f28","vs Air",""
"0xc5f2f","Aircraft",""
"0xc5f38","vs Fleet",""
"0xc5f41","Torp.Power",""
"0xc5f4c","Speed",""
"0xc5f52","Material",""
"0xc5f5b","Armor",""
"0xc5f61","Torp.Power",""
"0xc5f73","B=%s Class",""
"0xc5f85","B0Capacity",""
"0xc5f90","Rest:%4d/%4d",""
"0xc5fa4","B0%s (%2d/%2d)",""
"0xc5fba","B0%s",""
"0xc5fc1","Please design the ship.",""
"0xc5fe6","Please design the submarine.",""
"0xc600d","New%d",""
"0xc6013","What warship will you design?",""
"0xc6031","It has not been completed.",""
"0xc604c","Completed.",""
"0xc60ce","%-16s",""
"0xc60d4","Commander",""
"0xc60de","%-12s",""
"0xc60e8","C7%s",""
"0xc60fc","B0%s",""
"0xc6111","Combined",""
"0xc611a","Pacific",""
"0xc61b0","Victory Conditions",""
"0xc61c3","Combined",""
"0xc61cc","Pacific",""
"0xc61d4","Staff",""
"0xc61da","Operations",""
"0xc61e6","SAVEDATA2.TK2",""
"0xc61f4"," What will you do?",""
"0xc6207","     NEW GAME",""
"0xc6215","    LOAD GAME",""
"0xc6223"," LISTEN TO MUSIC",""
"0xc624a","CANCEL",""
"0xc62ae","The Day of Infamy   ",""
"0xc62c3","The Brink of War    ",""
"0xc62d8","Counter Offensive   ",""
"0xc62ed","Approaching V-Day   ",""
"0xc6302","Southern Operation  ",""
"0xc6317","Battle of Midway    ",""
"0xc632c","U.S.-Australia Plan ",""
"0xc6341","Operation A-GO      ",""
"0xc6356","Battle at Leyte     ",""
"0xc636b","The Final Days      ",""
"0xc6381","C0%d.%s %s",""
"0xc638d","C%c%d.%s %s",""
"0xc639d"," Which will you play?",""
"0xc63b3","       U.S.A.       ",""
"0xc63c8","       JAPAN        ",""
