"file","id","offset","source","target","note"
"MSG1.TK2","MSG1.TK2:0107","10046","no, the whole world its unstoppable power.","",""
"MSG1.TK2","MSG1.TK2:0108","10200","The Germans have conquered several areas of","",""
"MSG1.TK2","MSG1.TK2:0109","10244","Europe and continue to take the offensive in","",""
"MSG1.TK2","MSG1.TK2:0110","10289","several lines of battle.","",""
"MSG1.TK2","MSG1.TK2:0111","10400","The Motherland will never fall! Final victory","",""
"MSG1.TK2","MSG1.TK2:0112","10446","will be mine! I will not tolerate the idea of","",""
"MSG1.TK2","MSG1.TK2:0113","10492","losing ground to the Allied dogs!","",""
"MSG1.TK2","MSG1.TK2:0114","10600","German forces are outnumbered throughout Europe.","",""
"MSG1.TK2","MSG1.TK2:0115","10649","British and Soviet forces are gathering power in","",""
"MSG1.TK2","MSG1.TK2:0116","10698","the Far East.","",""
"MSG1.TK2","MSG1.TK2:0117","10796",")tc""Now is the time for independence! People of","",""
"MSG1.TK2","MSG1.TK2:0118","10844","Vietnam! Let us work as one to liberate our-","",""
"MSG1.TK2","MSG1.TK2:0119","10889","selves from imperialism!","",""
"MSG1.TK2","MSG1.TK2:0120","10999","AHo Chi Minh has organized an uprising against","",""
"MSG1.TK2","MSG1.TK2:0121","11046","the French in several areas. The ","",""
"MSG1.TK2","MSG1.TK2:0122","11086","base at %s","",""
"MSG1.TK2","MSG1.TK2:0123","11097","C7 was heavily bombarded and","",""
"MSG1.TK2","MSG1.TK2:0124","11126","the base facilities have incurred heavy damages.","",""
"MSG1.TK2","MSG1.TK2:0125","11200","MacArthur has promised us freedom and","",""
"MSG1.TK2","MSG1.TK2:0126","11238","independence, but we, as Filipinos, must strive","",""
"MSG1.TK2","MSG1.TK2:0127","11286","to free ourselves! Let us rise up against our","",""
"MSG1.TK2","MSG1.TK2:0128","11332","Japanese oppressors!","",""
"MSG1.TK2","MSG1.TK2:0129","11400","Rising to President Keson's calling, the Filipi-","",""
"MSG1.TK2","MSG1.TK2:0130","11449","nos are engaging in anti-Japanese guerrilla war-","",""
"MSG1.TK2","MSG1.TK2:0131","11498","fare. It appears the Japanese forces stationed","",""
"MSG1.TK2","MSG1.TK2:0132","11545","at %s %s have suffered severe damage.","",""
"MSG1.TK2","MSG1.TK2:0133","11600","Rising to President Keson's calling, the Fili-","",""
"MSG1.TK2","MSG1.TK2:0134","11647","pinos are engaging in anti-Japanese guerrilla","",""
"MSG1.TK2","MSG1.TK2:0135","11693","warfare. It appears the Japanese %s at","",""
"MSG1.TK2","MSG1.TK2:0136","11732","%s has suffered damages.","",""
"MSG1.TK2","MSG1.TK2:0137","11800","Report from the ","",""
"MSG1.TK2","MSG1.TK2:0138","11821","B1%s %s %s","",""
"MSG1.TK2","MSG1.TK2:0139","11840","""Commencing attack on ","",""
"MSG1.TK2","MSG1.TK2:0140","12000","Message from the ","",""
"MSG1.TK2","MSG1.TK2:0141","12022","B1%s %s Fleet A.F.","",""
"MSG1.TK2","MSG1.TK2:0142","12048","""Commencing attack on ","",""
"MSG1.TK2","MSG1.TK2:0143","12199","kMessage from the ","",""
"MSG1.TK2","MSG1.TK2:0144","12222","B1%s %s Fleet A.F.","",""
"MSG1.TK2","MSG1.TK2:0145","12248","""Engaged in battle with the ","",""
"MSG1.TK2","MSG1.TK2:0146","12281","B1%s %s Fleet A.F.","",""
"MSG1.TK2","MSG1.TK2:0147","12400","Message from the ","",""
"MSG1.TK2","MSG1.TK2:0148","12422","B1%s %s Fleet A.F.","",""
"MSG1.TK2","MSG1.TK2:0149","12448","""Engaged in battle with the ","",""
"MSG1.TK2","MSG1.TK2:0150","12481","B1%s %s Base A.F.","",""
"MSG1.TK2","MSG1.TK2:0151","12600","Message from the ","",""
"MSG1.TK2","MSG1.TK2:0152","12622","B1%s %s Fleet A.F.","",""
"MSG1.TK2","MSG1.TK2:0153","12648","""Commencing attack on ","",""
"MSG1.TK2","MSG1.TK2:0154","12675","B1%s %s Base","",""
"MSG1.TK2","MSG1.TK2:0155","12800","Message from the ","",""
"MSG1.TK2","MSG1.TK2:0156","12822","B1%s %s Base A.F.","",""
"MSG1.TK2","MSG1.TK2:0157","12847","""Commencing attack on ","",""
"MSG1.TK2","MSG1.TK2:0158","13000","Message from the ","",""
"MSG1.TK2","MSG1.TK2:0159","13022","B1%s %s Base A.F.","",""
"MSG1.TK2","MSG1.TK2:0160","13047","""Engaged in battle with the ","",""
"MSG1.TK2","MSG1.TK2:0161","13080","B1%s %s Fleet A.F.","",""
"MSG1.TK2","MSG1.TK2:0162","13200","Message from the ","",""
"MSG1.TK2","MSG1.TK2:0163","13222","B1%s %s Base A.F.","",""
"MSG1.TK2","MSG1.TK2:0164","13247","""Engaged in battle with the ","",""
"MSG1.TK2","MSG1.TK2:0165","13280","B1%s %s Base A.F.","",""
"MSG1.TK2","MSG1.TK2:0166","13399","EMessage from the ","",""
"MSG1.TK2","MSG1.TK2:0167","13422","B1%s %s Base A.F.","",""
"MSG1.TK2","MSG1.TK2:0168","13447","""Commencing attack on ","",""
"MSG1.TK2","MSG1.TK2:0169","13474","B1%s %s Base","",""
"MSG1.TK2","MSG1.TK2:0170","13600","Red alert from the ","",""
"MSG1.TK2","MSG1.TK2:0171","13624","B1%s %s %s","",""
"MSG1.TK2","MSG1.TK2:0172","13653","B1%s %s ","",""
"MSG1.TK2","MSG1.TK2:0173","13665","B1is approaching our unit.""","",""
"MSG1.TK2","MSG1.TK2:0174","13797","'_@Red alert from the ","",""
"MSG1.TK2","MSG1.TK2:0175","13824","B1%s %s Fleet A.F.","",""
"MSG1.TK2","MSG1.TK2:0176","13860","B1%s A.F. ","",""
"MSG1.TK2","MSG1.TK2:0177","13874","B1is approaching our unit.""","",""
"MSG1.TK2","MSG1.TK2:0178","14000","Red alert from the ","",""
"MSG1.TK2","MSG1.TK2:0179","14024","B1%s %s Base A.F.","",""
"MSG1.TK2","MSG1.TK2:0180","14059","B1%s A.F. ","",""
"MSG1.TK2","MSG1.TK2:0181","14073","B1is approaching our unit.""","",""
"MSG1.TK2","MSG1.TK2:0182","14199","SRed alert from the ","",""
"MSG1.TK2","MSG1.TK2:0183","14224","B1%s %s Base","",""
"MSG1.TK2","MSG1.TK2:0184","14255","B1%s A.F. ","",""
"MSG1.TK2","MSG1.TK2:0185","14269","B1is approaching us.""","",""
"MSG1.TK2","MSG1.TK2:0186","14291","^,I$~~{kq","",""
"MSG1.TK2","MSG1.TK2:0187","14399","#Red alert from the ","",""
"MSG1.TK2","MSG1.TK2:0188","14440","""Our forces were destroyed!""","",""
"MSG1.TK2","MSG1.TK2:0189","14600","Report from the ","",""
"MSG1.TK2","MSG1.TK2:0190","14637","""Our forces destroyed the ","",""
"MSG1.TK2","MSG1.TK2:0191","14800","Report from the ","",""
"MSG1.TK2","MSG1.TK2:0192","14837","""The battle with the ","",""
"MSG1.TK2","MSG1.TK2:0193","14863","B1%s %s ","",""
"MSG1.TK2","MSG1.TK2:0194","14875","B1reduced our force to %3d.""","",""
"MSG1.TK2","MSG1.TK2:0195","14997","G*&Red alert from the ","",""
"MSG1.TK2","MSG1.TK2:0196","15024","B1%s Fleet A.F.","",""
"MSG1.TK2","MSG1.TK2:0197","15047","""Our forces were destroyed!""","",""
"MSG1.TK2","MSG1.TK2:0198","15199","\\Message from the ","",""
"MSG1.TK2","MSG1.TK2:0199","15222","B1%s Fleet A.F.","",""
"MSG1.TK2","MSG1.TK2:0200","15245","""Our forces destroyed the ","",""
"MSG1.TK2","MSG1.TK2:0201","15398","w0Message from the ","",""
"MSG1.TK2","MSG1.TK2:0202","15422","B1%s Fleet A.F.","",""
"MSG1.TK2","MSG1.TK2:0203","15445","""The battle with the ","",""
"MSG1.TK2","MSG1.TK2:0204","15471","B1%s %s ","",""
"MSG1.TK2","MSG1.TK2:0205","15483","B1reduced our aircrafts to %3d.""","",""
"MSG1.TK2","MSG1.TK2:0206","15600","Message from the ","",""
"MSG1.TK2","MSG1.TK2:0207","15622","B1%s Fleet A.F.","",""
"MSG1.TK2","MSG1.TK2:0208","15645","""Air raid on the ","",""
"MSG1.TK2","MSG1.TK2:0209","15667","B1%s %s Base ","",""
"MSG1.TK2","MSG1.TK2:0210","15684","B1was successful!""","",""
"MSG1.TK2","MSG1.TK2:0211","15800","Red alert from the ","",""
"MSG1.TK2","MSG1.TK2:0212","15824","B1%s Base A.F.","",""
"MSG1.TK2","MSG1.TK2:0213","15846","""Our forces were destroyed!""","",""
"MSG1.TK2","MSG1.TK2:0214","16000","Message from the ","",""
"MSG1.TK2","MSG1.TK2:0215","16022","B1%s Base A.F.","",""
"MSG1.TK2","MSG1.TK2:0216","16044","""Our forces destroyed the ","",""
"MSG1.TK2","MSG1.TK2:0217","16200","Message from the ","",""
"MSG1.TK2","MSG1.TK2:0218","16222","B1%s Base A.F.","",""
"MSG1.TK2","MSG1.TK2:0219","16244","""The battle with the ","",""
"MSG1.TK2","MSG1.TK2:0220","16270","B1%s %s ","",""
"MSG1.TK2","MSG1.TK2:0221","16282","B1reduced our aircrafts to %3d.""","",""
"MSG1.TK2","MSG1.TK2:0222","16400","Message from the ","",""
"MSG1.TK2","MSG1.TK2:0223","16422","B1%s Base A.F.","",""
"MSG1.TK2","MSG1.TK2:0224","16444","""Air raid on the ","",""
"MSG1.TK2","MSG1.TK2:0225","16466","B1%s %s Base ","",""
"MSG1.TK2","MSG1.TK2:0226","16483","B1was successful!.""","",""
"MSG1.TK2","MSG1.TK2:0227","16599","KRed alert from the ","",""
"MSG1.TK2","MSG1.TK2:0228","16624","B1%s Base","",""
"MSG1.TK2","MSG1.TK2:0229","16642","""Severe damage incurred from the ","",""
"MSG1.TK2","MSG1.TK2:0230","16680","B1%s Air Force's ","",""
"MSG1.TK2","MSG1.TK2:0231","16701","B1raid.""","",""
"MSG1.TK2","MSG1.TK2:0232","16800","Red alert from the ","",""
"MSG1.TK2","MSG1.TK2:0233","16831","""The armory of the ","",""
"MSG1.TK2","MSG1.TK2:0234","16851","C%d%s %s ","",""
"MSG1.TK2","MSG1.TK2:0235","16864","caught fire and sunk!""","",""
"MSG1.TK2","MSG1.TK2:0236","17000","Red alert from the ","",""
"MSG1.TK2","MSG1.TK2:0237","17027","C7submarine.","",""
"MSG1.TK2","MSG1.TK2:0238","17040","""Armor damaged by enemy fire.","",""
"MSG1.TK2","MSG1.TK2:0239","17070","Sub explodes under pressure.""","",""
"MSG1.TK2","MSG1.TK2:0240","17200","Report from the %s. ","",""
"MSG1.TK2","MSG1.TK2:0241","17221","Sunk due to lack of materials.","",""
"MSG1.TK2","MSG1.TK2:0242","17400","Report from the %s submarine. ","",""
"MSG1.TK2","MSG1.TK2:0243","17431","Sunk due to lack of materials.","",""
"MSG1.TK2","MSG1.TK2:0244","17599","3Report from the %s. Remaining materials scarce. Request aid.","",""
"MSG1.TK2","MSG1.TK2:0245","17800","Report from the %s submarine. Remaining materials scarce. Request aid.","",""
"MSG1.TK2","MSG1.TK2:0246","18000","Report from the %s submarine. Sunk by enemy's escort ship when attacking the %s %s Base transports.","",""
"MSG1.TK2","MSG1.TK2:0247","18200","Report from the %s %s Base. Detected and sunk enemy submarine.","",""
"MSG1.TK2","MSG1.TK2:0248","18400","Germany takes Moscow. Germany and the USSR sign","",""
"MSG1.TK2","MSG1.TK2:0249","18448","a peace fire agreement.","",""
"MSG1.TK2","MSG1.TK2:0250","18600","Germany puts its ""Ashika Operation"" into action.","",""
"MSG1.TK2","MSG1.TK2:0251","18649","England takes heavy losses at home. Prime","",""
"MSG1.TK2","MSG1.TK2:0252","18691","Minister Churchill begins talks with Germany","",""
"MSG1.TK2","MSG1.TK2:0253","18736","about terms for peace.","",""
"MSG1.TK2","MSG1.TK2:0254","18799","KThe Third Reich unites Europe under its","",""
"MSG1.TK2","MSG1.TK2:0255","18995","|-q/""The German capital of Berlin falls. Adolph","",""
"MSG1.TK2","MSG1.TK2:0256","19043","Hitler commits suicide, and the new Communist","",""
"MSG1.TK2","MSG1.TK2:0257","19089","government of Germany looks to the Allies for","",""
"MSG1.TK2","MSG1.TK2:0258","19135","negotiations for peace.","",""
"MSG1.TK2","MSG1.TK2:0259","19200","The war in Europe is finally over!","",""
"MSG1.TK2","MSG1.TK2:0260","23075","nOA>_M""?","",""
"MSG1.TK2","MSG1.TK2:0261","23250",".l`}W]l%","",""
